# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Thu Jul 11 04:41:11 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: HST/ACS WFC - updated filters and zeropoints, 2021
# Attention: photometry includes extinction of Av=0.19, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  F435Wmag  F475Wmag  F555Wmag  F606Wmag  F625Wmag  F775Wmag  F814Wmag
4.9184e-05 -2.19174 9.90309 0.9017060995 2.4497326860    0.853  1.953  3.7363  2.313    4  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.503e-01 2.496e-01 1.658e-05 5.166e-06 4.274e-05 -1.000 1.001e-04 -0.114 0.894 0.657 0.303 0.064 -0.120 -0.547 -0.607
4.9184e-05 -2.19174 9.90309 0.9017157555 2.4497352503    0.853  1.990  3.7302  2.252    4  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.503e-01 2.496e-01 1.658e-05 5.166e-06 4.274e-05 -1.000 1.000e-04 -0.205 0.838 0.591 0.226 -0.020 -0.209 -0.647 -0.708
4.9184e-05 -2.19174 9.90309 0.9017197490 2.4497363108    0.853  2.026  3.7254  2.197    4  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.503e-01 2.496e-01 1.658e-05 5.166e-06 4.274e-05 -1.000 1.000e-04 -0.295 0.776 0.521 0.148 -0.104 -0.296 -0.743 -0.806
4.9184e-05 -2.19174 9.90309 0.9017207026 2.4497365641    0.853  2.038  3.7240  2.179    7  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.503e-01 2.496e-01 1.658e-05 5.166e-06 4.274e-05 -1.000 1.000e-04 -0.325 0.755 0.497 0.121 -0.133 -0.326 -0.775 -0.839
4.9184e-05 -2.19174 9.90309 0.9017217159 2.4497368332    0.853  2.064  3.7218  2.145    7  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.503e-01 2.496e-01 1.658e-05 5.166e-06 4.274e-05 -1.000 1.000e-04 -0.389 0.705 0.443 0.063 -0.193 -0.388 -0.841 -0.906
4.9184e-05 -2.19174 9.90309 0.9017230868 2.4497371972    0.853  2.098  3.7190  2.099    7  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.503e-01 2.496e-01 1.658e-05 5.166e-06 4.274e-05 -1.000 9.996e-05 -0.475 0.636 0.370 -0.016 -0.276 -0.472 -0.931 -0.996
4.9184e-05 -2.19174 9.90309 0.9017244577 2.4497375613    0.853  2.130  3.7166  2.057    7  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.503e-01 2.496e-01 1.658e-05 5.166e-06 4.274e-05 -1.000 1.002e-04 -0.556 0.571 0.300 -0.090 -0.353 -0.551 -1.014 -1.080
4.9184e-05 -2.19174 9.90309 0.9017263651 2.4497380678    0.853  2.154  3.7151  2.028    7  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.503e-01 2.496e-01 1.658e-05 5.166e-06 4.274e-05 -1.000 9.999e-05 -0.615 0.522 0.249 -0.144 -0.409 -0.609 -1.075 -1.141
4.9184e-05 -2.19174 9.90309 0.9017305374 2.4497391758    0.853  2.161  3.7148  2.019    7  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.503e-01 2.496e-01 1.658e-05 5.166e-06 4.274e-05 -1.000 1.000e-04 -0.633 0.506 0.232 -0.162 -0.427 -0.627 -1.093 -1.159
4.9184e-05 -2.19174 9.90309 0.9017540812 2.4497454278    0.853  2.167  3.7143  2.012    7  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.503e-01 2.496e-01 1.658e-05 5.167e-06 4.274e-05 -1.000 1.000e-04 -0.647 0.496 0.221 -0.174 -0.440 -0.640 -1.107 -1.174
4.9184e-05 -2.19174 9.90309 0.9017832279 2.4497531670    0.854  2.184  3.7130  1.989    7  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.503e-01 2.496e-01 1.658e-05 5.167e-06 4.274e-05 -1.000 1.001e-04 -0.691 0.461 0.183 -0.214 -0.482 -0.683 -1.153 -1.220
4.9184e-05 -2.19174 9.90309 0.9018090367 2.4497600195    0.854  2.226  3.7102  1.936    7  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.503e-01 2.496e-01 1.658e-05 5.167e-06 4.274e-05 -1.000 1.000e-04 -0.796 0.375 0.091 -0.312 -0.583 -0.787 -1.262 -1.330
4.9184e-05 -2.19174 9.90309 0.9018270373 2.4497647986    0.854  2.263  3.7079  1.890    7  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.503e-01 2.496e-01 1.658e-05 5.167e-06 4.274e-05 -1.000 1.000e-04 -0.887 0.301 0.013 -0.396 -0.670 -0.876 -1.355 -1.424
4.9184e-05 -2.19174 9.90309 0.9018499851 2.4497708908    0.854  2.315  3.7048  1.826    7  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.503e-01 2.496e-01 1.658e-05 5.168e-06 4.274e-05 -1.000 1.000e-04 -1.017 0.195 -0.101 -0.517 -0.795 -1.003 -1.489 -1.559
4.9184e-05 -2.19174 9.90309 0.9018715024 2.4497766029    0.854  2.360  3.7022  1.770    7  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.503e-01 2.496e-01 1.658e-05 5.168e-06 4.274e-05 -1.000 1.000e-04 -1.130 0.102 -0.200 -0.621 -0.904 -1.114 -1.604 -1.675
4.9184e-05 -2.19174 9.90309 0.9018913507 2.4497818717    0.854  2.402  3.6999  1.719    7  0.000  0.517     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.503e-01 2.496e-01 1.657e-05 5.170e-06 4.274e-05 -1.000 1.000e-04 -1.235 0.014 -0.293 -0.719 -1.005 -1.217 -1.712 -1.784
4.9184e-05 -2.19174 9.90309 0.9019092917 2.4497866339    0.854  2.444  3.6977  1.668    7  0.000  0.516     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.503e-01 2.496e-01 1.653e-05 5.195e-06 4.275e-05 -1.000 1.000e-04 -1.339 -0.071 -0.383 -0.815 -1.105 -1.318 -1.818 -1.890
4.9184e-05 -2.19174 9.90309 0.9019255042 2.4497909372    0.854  2.484  3.6955  1.619    7  0.000  0.511     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.502e-01 2.497e-01 1.640e-05 5.301e-06 4.275e-05 -1.000 1.000e-04 -1.441 -0.154 -0.472 -0.910 -1.202 -1.418 -1.921 -1.995
4.9184e-05 -2.19174 9.90309 0.9019402862 2.4497948605    0.854  2.525  3.6934  1.569    7  0.000  0.502     5.92     4.79     3.43     2.64     2.13  4    -1e-30      0.00 7.501e-01 2.498e-01 1.611e-05 5.601e-06 4.276e-05 -1.000 1.000e-04 -1.544 -0.238 -0.561 -1.004 -1.300 -1.517 -2.025 -2.099
4.9184e-05 -2.19174 9.90309 0.9019536376 2.4497984041    0.854  2.566  3.6912  1.520    7  0.000  0.490     6.57     5.24     3.73     2.88     2.33  3    -1e-30      0.00 7.500e-01 2.499e-01 1.571e-05 6.067e-06 4.277e-05 -1.000 1.001e-04 -1.645 -0.321 -0.650 -1.098 -1.397 -1.616 -2.129 -2.203
4.9184e-05 -2.19174 9.90309 0.9019656181 2.4498015837    0.854  2.607  3.6891  1.471    7  0.000  0.477     7.29     5.72     4.06     3.13     2.54  3    -1e-30      0.00 7.498e-01 2.501e-01 1.531e-05 6.566e-06 4.278e-05 -1.000 9.999e-05 -1.747 -0.402 -0.737 -1.191 -1.493 -1.715 -2.231 -2.307
4.9184e-05 -2.19174 9.90309 0.9019767642 2.4498045418    0.854  2.647  3.6870  1.422    7  0.000  0.466     8.08     6.25     4.42     3.42     2.77  3    -1e-30      0.00 7.496e-01 2.503e-01 1.494e-05 7.021e-06 4.279e-05 -1.000 1.000e-04 -1.849 -0.482 -0.823 -1.284 -1.590 -1.813 -2.335 -2.411
4.9184e-05 -2.19174 9.90309 0.9019870162 2.4498072625    0.854  2.687  3.6849  1.373    7  0.000  0.456     8.95     6.83     4.81     3.72     3.01  3    -1e-30      0.00 7.495e-01 2.504e-01 1.464e-05 7.400e-06 4.279e-05 -1.000 9.996e-05 -1.949 -0.556 -0.906 -1.374 -1.685 -1.910 -2.437 -2.514
4.9184e-05 -2.19174 9.90309 0.9019969106 2.4498098883    0.854  2.727  3.6827  1.325    7  0.000  0.448     9.92     7.45     5.23     4.05     3.28  3    -1e-30      0.00 7.493e-01 2.506e-01 1.437e-05 7.726e-06 4.279e-05 -1.000 1.001e-04 -2.049 -0.623 -0.986 -1.465 -1.781 -2.009 -2.541 -2.619
4.9184e-05 -2.19174 9.90309 0.9020063877 2.4498124032    0.854  2.767  3.6806  1.277    7  0.000  0.441    10.98     8.13     5.68     4.41     3.57  3    -1e-30      0.00 7.491e-01 2.508e-01 1.415e-05 8.010e-06 4.278e-05 -1.000 9.552e-05 -2.148 -0.686 -1.063 -1.554 -1.875 -2.107 -2.645 -2.724
4.9184e-05 -2.19174 9.90309 0.9020155072 2.4498148232    0.854  2.808  3.6784  1.227    7  0.000  0.435    12.18     8.89     6.19     4.80     3.89  3    -1e-30      0.00 7.489e-01 2.511e-01 1.394e-05 8.265e-06 4.275e-05 -1.000 7.096e-05 -2.250 -0.746 -1.138 -1.642 -1.970 -2.206 -2.750 -2.830
4.9184e-05 -2.19174 9.90309 0.9020239711 2.4498170692    0.854  2.849  3.6762  1.178    7  0.000  0.430    13.53     9.72     6.74     5.24     4.25  3    -1e-30      0.00 7.486e-01 2.513e-01 1.377e-05 8.499e-06 4.271e-05 -1.000 5.895e-05 -2.351 -0.801 -1.210 -1.730 -2.065 -2.305 -2.856 -2.936
4.9184e-05 -2.19174 9.90309 0.9020311832 2.4498189829    0.854  2.887  3.6741  1.130    7  0.000  0.426    14.94    10.59     7.31     5.69     4.61  2    -1e-30      0.00 7.484e-01 2.515e-01 1.362e-05 8.709e-06 4.264e-05 -1.000 8.151e-05 -2.448 -0.849 -1.276 -1.811 -2.154 -2.398 -2.956 -3.038
4.9184e-05 -2.19174 9.90309 0.9020376205 2.4498206911    0.854  2.926  3.6720  1.083    7  0.000  0.423    16.51    11.53     7.93     6.18     5.01  2    -1e-30      0.00 7.482e-01 2.517e-01 1.349e-05 8.920e-06 4.254e-05 -1.000 1.000e-04 -2.545 -0.893 -1.340 -1.891 -2.243 -2.491 -3.057 -3.139
4.9184e-05 -2.19174 9.90309 0.9020429850 2.4498221145    0.854  2.963  3.6699  1.038    7  0.000  0.421    18.17    12.53     8.59     6.70     5.43  2    -1e-30      0.00 7.480e-01 2.519e-01 1.339e-05 9.137e-06 4.241e-05 -1.000 9.993e-05 -2.638 -0.931 -1.398 -1.967 -2.327 -2.580 -3.154 -3.238
4.9184e-05 -2.19174 9.90309 0.9020479321 2.4498234272    0.854  3.001  3.6677  0.991    7  0.000  0.420    20.05    13.63     9.30     7.27     5.90  2    -1e-30      0.00 7.478e-01 2.521e-01 1.330e-05 9.368e-06 4.226e-05 -1.000 9.999e-05 -2.733 -0.962 -1.452 -2.040 -2.411 -2.669 -3.252 -3.337
4.9184e-05 -2.19174 9.90309 0.9020530581 2.4498247873    0.854  3.042  3.6653  0.941    7  0.000  0.419    22.29    14.93    10.15     7.94     6.44  2    -1e-30      0.00 7.476e-01 2.523e-01 1.322e-05 9.602e-06 4.209e-05 -1.000 9.999e-05 -2.835 -0.985 -1.504 -2.116 -2.499 -2.763 -3.358 -3.444
4.9184e-05 -2.19174 9.90309 0.9020574093 2.4498259418    0.854  3.084  3.6628  0.889    7  0.000  0.418    24.88    16.40    11.10     8.70     7.06  2    -1e-30      0.00 7.474e-01 2.525e-01 1.316e-05 9.804e-06 4.195e-05 -1.000 9.969e-05 -2.940 -0.999 -1.551 -2.190 -2.588 -2.860 -3.467 -3.555
4.9184e-05 -2.19174 9.90309 0.9020600319 2.4498266377    0.854  3.119  3.6607  0.845    7  0.000  0.418    27.29    17.75    11.97     9.39     7.62  2    -1e-30      0.00 7.473e-01 2.526e-01 1.312e-05 9.935e-06 4.186e-05 -1.000 1.000e-04 -3.028 -1.003 -1.585 -2.249 -2.661 -2.939 -3.558 -3.647
4.9184e-05 -2.19174 9.90309 0.9020604491 2.4498267484    0.854  3.126  3.6603  0.836    7  0.000  0.418    27.80    18.04    12.16     9.54     7.74  2    -1e-30      0.00 7.472e-01 2.527e-01 1.312e-05 9.958e-06 4.184e-05 -1.000 1.000e-04 -3.046 -1.003 -1.591 -2.260 -2.675 -2.955 -3.577 -3.666
4.9184e-05 -2.19174 9.90309 0.9020605683 2.4498267800    0.854  3.129  3.6601  0.833    7  0.000  0.418    27.98    18.14    12.22     9.59     7.79  1    -1e-30      0.00 7.472e-01 2.527e-01 1.311e-05 9.965e-06 4.183e-05 -1.000 9.999e-05 -3.052 -1.003 -1.593 -2.264 -2.680 -2.961 -3.583 -3.673
4.9184e-05 -2.19174 9.90309 0.9020608068 2.4498268433    0.854  3.133  3.6599  0.828    7  0.000  0.418    28.29    18.31    12.33     9.68     7.86  1    -1e-30      0.00 7.472e-01 2.527e-01 1.311e-05 9.977e-06 4.182e-05 -1.000 1.000e-04 -3.063 -1.003 -1.597 -2.271 -2.688 -2.970 -3.594 -3.684
4.9184e-05 -2.19174 9.90309 0.9020610452 2.4498269065    0.854  3.138  3.6596  0.822    7  0.000  0.418    28.63    18.49    12.45     9.77     7.93  1    -1e-30      0.00 7.472e-01 2.527e-01 1.311e-05 9.990e-06 4.182e-05 -1.000 9.999e-05 -3.074 -1.002 -1.600 -2.278 -2.697 -2.980 -3.605 -3.695
4.9184e-05 -2.19174 9.90309 0.9020612240 2.4498269540    0.854  3.141  3.6594  0.818    7  0.000  0.418    28.89    18.64    12.55     9.85     8.00  1    -1e-30      0.00 7.472e-01 2.527e-01 1.311e-05 1.000e-05 4.181e-05 -1.000 1.000e-04 -3.083 -1.002 -1.603 -2.283 -2.704 -2.987 -3.614 -3.705
4.9184e-05 -2.19174 9.90309 0.9020615220 2.4498270330    0.854  3.147  3.6590  0.811    7  0.000  0.418    29.33    18.88    12.71     9.97     8.10  1    -1e-30      0.00 7.472e-01 2.527e-01 1.310e-05 1.002e-05 4.180e-05 -1.000 1.000e-04 -3.097 -1.001 -1.608 -2.292 -2.716 -3.000 -3.629 -3.719
4.9184e-05 -2.19174 9.90309 0.9020619988 2.4498271596    0.854  3.155  3.6585  0.800    7  0.000  0.418    29.97    19.24    12.93    10.16     8.24  1    -1e-30      0.00 7.472e-01 2.527e-01 1.309e-05 1.004e-05 4.178e-05 -1.000 1.000e-04 -3.118 -1.000 -1.614 -2.305 -2.732 -3.018 -3.650 -3.741
4.9184e-05 -2.19174 9.90309 0.9020627737 2.4498273651    0.854  3.200  3.6556  0.743    7  0.527  0.418    33.80    21.32    14.27    11.22     9.11  1    -1e-30      0.00 7.467e-01 2.532e-01 1.298e-05 1.048e-05 4.144e-05 -1.000 9.999e-05 -3.231 -1.023 -1.666 -2.381 -2.823 -3.116 -3.762 -3.855
4.9184e-05 -2.19174 9.90309 0.9020634890 2.4498275549    0.854  3.247  3.6511  0.679    8  0.528  0.436    38.72    23.96    15.95    12.56    10.20  1 -3.67e-07      0.00 7.463e-01 2.536e-01 1.356e-05 1.093e-05 4.146e-05 -1.000 1.237e-04 -3.346 -1.015 -1.696 -2.442 -2.905 -3.208 -3.874 -3.970
4.9184e-05 -2.19174 9.90309 0.9020636082 2.4498275866    0.852  3.055  3.6628  0.916    8  0.528  0.436    23.46    15.59    10.58     8.28     6.72  2 -1.74e-07      0.00 7.463e-01 2.536e-01 1.356e-05 1.093e-05 4.146e-05 -1.000 1.237e-04 -2.869 -0.938 -1.486 -2.122 -2.518 -2.789 -3.394 -3.482
4.9184e-05 -2.19174 9.90309 0.9020637870 2.4498276340    0.850  2.913  3.6712  1.091    8  0.528  0.436    16.21    11.36     7.82     6.09     4.94  2 -1.04e-07      0.00 7.463e-01 2.536e-01 1.356e-05 1.093e-05 4.146e-05 -1.000 1.237e-04 -2.513 -0.846 -1.299 -1.855 -2.208 -2.458 -3.026 -3.109
4.9184e-05 -2.19174 9.90309 0.9020640850 2.4498277131    0.846  2.680  3.6850  1.377    8  0.528  0.436     8.86     6.76     4.77     3.69     2.98  3 -4.86e-08      0.00 7.463e-01 2.536e-01 1.356e-05 1.093e-05 4.146e-05 -1.000 1.238e-04 -1.931 -0.541 -0.890 -1.357 -1.667 -1.893 -2.419 -2.496
4.9184e-05 -2.19174 9.90309 0.9020645618 2.4498278396    0.840  2.685  3.6845  1.367    8  0.528  0.436     9.02     6.87     4.84     3.74     3.03  3 -4.96e-08      0.00 7.463e-01 2.536e-01 1.356e-05 1.093e-05 4.146e-05 -1.000 1.237e-04 -1.942 -0.544 -0.897 -1.367 -1.678 -1.904 -2.432 -2.509
4.9184e-05 -2.19174 9.90309 0.9020651579 2.4498279977    0.833  2.748  3.6804  1.285    8  0.528  0.436    10.71     7.97     5.57     4.32     3.50  3 -6.09e-08      0.00 7.463e-01 2.536e-01 1.356e-05 1.093e-05 4.146e-05 -1.000 1.238e-04 -2.099 -0.635 -1.012 -1.504 -1.826 -2.058 -2.596 -2.675
4.9184e-05 -2.19174 9.90309 0.9020658731 2.4498281875    0.824  2.925  3.6694  1.059    8  0.528  0.436    17.20    11.94     8.20     6.40     5.19  2 -1.11e-07      0.00 7.463e-01 2.536e-01 1.356e-05 1.093e-05 4.146e-05 -1.000 1.237e-04 -2.542 -0.827 -1.297 -1.868 -2.229 -2.482 -3.057 -3.141
4.9184e-05 -2.19174 9.90309 0.9020667076 2.4498284089    0.814  3.092  3.6589  0.844    8  0.529  0.436    26.98    17.55    11.83     9.30     7.54  1 -2.09e-07      0.00 7.463e-01 2.536e-01 1.356e-05 1.093e-05 4.146e-05 -1.000 1.237e-04 -2.960 -0.877 -1.479 -2.160 -2.581 -2.864 -3.491 -3.581
4.9184e-05 -2.19174 9.90309 0.9020676613 2.4498286620    0.803  3.205  3.6517  0.696    8  0.529  0.436    36.81    22.87    15.23    12.02     9.76  1 -3.34e-07      0.00 7.463e-01 2.536e-01 1.356e-05 1.093e-05 4.146e-05 -1.000 1.237e-04 -3.243 -0.932 -1.606 -2.347 -2.807 -3.108 -3.771 -3.866
4.9184e-05 -2.19174 9.90309 0.9020687938 2.4498289624    0.790  3.267  3.6474  0.610    8  0.530  0.436    44.01    26.61    17.60    13.92    11.31  1 -4.42e-07      0.00 7.463e-01 2.536e-01 1.356e-05 1.093e-05 4.146e-05 -1.000 1.237e-04 -3.398 -0.957 -1.671 -2.444 -2.926 -3.237 -3.921 -4.019
4.9184e-05 -2.19174 9.90309 0.9020699859 2.4498292787    0.776  3.297  3.6450  0.563    8  0.530  0.436    48.46    28.85    19.00    15.06    12.23  1 -5.13e-07      0.00 7.463e-01 2.536e-01 1.356e-05 1.093e-05 4.146e-05 -1.000 1.237e-04 -3.472 -0.955 -1.692 -2.484 -2.980 -3.295 -3.993 -4.092
4.9184e-05 -2.19174 9.90309 0.9020713568 2.4498296425    0.760  3.313  3.6433  0.531    8  0.531  0.436    51.62    30.39    19.96    15.85    12.87  1 -5.66e-07      0.00 7.463e-01 2.536e-01 1.356e-05 1.093e-05 4.146e-05 -1.000 1.237e-04 -3.513 -0.942 -1.695 -2.501 -3.005 -3.325 -4.031 -4.132
4.9184e-05 -2.19174 9.90309 0.9020818472 2.4498324258    0.535 -9.999  4.0000  1.820    9  0.536  0.000     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.463e-01 2.536e-01 1.356e-05 1.093e-05 4.146e-05 -1.000 1.238e-04 29.767 30.298 30.309 30.280 30.256 30.235 30.196 30.175
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  F435Wmag  F475Wmag  F555Wmag  F606Wmag  F625Wmag  F775Wmag  F814Wmag
4.9184e-05 -2.19174 9.95424 0.1000000015 1.1711064122    0.100 -2.783  3.5583  5.406    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.3e-16      0.00 7.467e-01 2.532e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.729 14.638 14.031 13.135 12.493 12.117 11.186 11.049
4.9184e-05 -2.19174 9.95424 0.1098214313 1.2482754908    0.109 -2.635  3.5736  5.358    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.85e-16      0.00 7.454e-01 2.545e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.357 14.016 13.448 12.630 12.024 11.663 10.829 10.703
4.9184e-05 -2.19174 9.95424 0.1294642836 1.3786745408    0.129 -2.394  3.5961  5.279    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.24e-16      0.00 7.430e-01 2.569e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 10.755 13.084 12.563 11.847 11.317 10.986 10.238 10.124
4.9184e-05 -2.19174 9.95424 0.1491071582 1.4855959672    0.149 -2.234  3.6075  5.226    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.64e-16      0.00 7.415e-01 2.584e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.354 12.541 12.040 11.364 10.869 10.554 9.837 9.728
4.9184e-05 -2.19174 9.95424 0.1687500030 1.5756139920    0.168 -2.109  3.6149  5.183    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.12e-16      0.00 7.407e-01 2.592e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.993e-05 10.042 12.144 11.655 11.001 10.528 10.222 9.524 9.418
4.9184e-05 -2.19174 9.95424 0.2080357224 1.7204495903    0.207 -1.905  3.6259  5.115    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.52e-16      0.00 7.401e-01 2.598e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 9.532 11.514 11.042 10.419 9.975 9.682 9.010 8.910
4.9184e-05 -2.19174 9.95424 0.2571428716 1.8581268277    0.257 -1.714  3.6359  5.057    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-15      0.00 7.402e-01 2.597e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 9.054 10.933 10.476 9.879 9.459 9.177 8.529 8.432
4.9184e-05 -2.19174 9.95424 0.3062500358 1.9652636675    0.306 -1.566  3.6443  5.018    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.91e-15      0.00 7.403e-01 2.596e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 9.993e-05 8.685 10.483 10.039 9.461 9.059 8.786 8.156 8.063
4.9184e-05 -2.19174 9.95424 0.3553571403 2.0521113302    0.355 -1.443  3.6520  4.991    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.43e-15      0.00 7.413e-01 2.586e-01 1.796e-05 4.853e-06 4.400e-05 -1.000 9.996e-05 8.377 10.103 9.672 9.111 8.724 8.458 7.845 7.755
4.9184e-05 -2.19174 9.95424 0.4044643044 2.1246090444    0.404 -1.326  3.6602  4.963    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.08e-15      0.00 7.502e-01 2.497e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 8.085 9.737 9.319 8.776 8.404 8.146 7.550 7.463
4.9184e-05 -2.19174 9.95424 0.4535714388 2.1864813481    0.453 -1.184  3.6730  4.922    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.22e-15      0.00 7.508e-01 2.491e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 7.730 9.270 8.876 8.361 8.012 7.765 7.196 7.114
4.9184e-05 -2.19174 9.95424 0.5026785731 2.2401984691    0.503 -1.027  3.6870  4.866    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.15e-15      0.00 7.521e-01 2.478e-01 1.789e-05 4.826e-06 4.378e-05 -1.000 1.000e-04 7.337 8.759 8.394 7.909 7.583 7.349 6.809 6.732
4.9184e-05 -2.19174 9.95424 0.5517857671 2.2851312492    0.551 -0.841  3.7050  4.792    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -9.8e-15      0.00 7.765e-01 2.234e-01 1.624e-05 4.384e-06 3.977e-05 -1.000 9.999e-05 6.872 8.152 7.826 7.379 7.081 6.863 6.359 6.289
4.9184e-05 -2.19174 9.95424 0.6008928418 2.3217254164    0.601 -0.651  3.7277  4.730    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.56e-14      0.00 7.862e-01 2.137e-01 1.561e-05 4.215e-06 3.825e-05 -1.000 9.999e-05 6.397 7.524 7.242 6.841 6.574 6.373 5.913 5.850
4.9184e-05 -2.19174 9.95424 0.6037136912 2.3236205404    0.603 -0.639  3.7292  4.726    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.61e-14      0.00 7.869e-01 2.130e-01 1.556e-05 4.203e-06 3.814e-05 -1.000 1.000e-04 6.368 7.486 7.207 6.809 6.544 6.344 5.887 5.825
4.9184e-05 -2.19174 9.95424 0.6181648374 2.3330180629    0.618 -0.581  3.7369  4.709    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.85e-14      0.00 7.906e-01 2.093e-01 1.533e-05 4.139e-06 3.757e-05 -1.000 1.001e-04 6.222 7.296 7.030 6.647 6.392 6.197 5.754 5.694
4.9184e-05 -2.19174 9.95424 0.6310931444 2.3410071895    0.631 -0.529  3.7439  4.694    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1  -2.1e-14      0.00 7.941e-01 2.058e-01 1.510e-05 4.078e-06 3.702e-05 -1.000 9.999e-05 6.092 7.128 6.874 6.503 6.257 6.068 5.637 5.579
4.9184e-05 -2.19174 9.95424 0.6461523771 2.3498511508    0.646 -0.468  3.7519  4.676    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-14      0.00 7.985e-01 2.014e-01 1.481e-05 4.002e-06 3.634e-05 -1.000 9.999e-05 5.939 6.935 6.694 6.338 6.102 5.919 5.503 5.448
