# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Thu Jul 11 04:41:11 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: HST/ACS WFC - updated filters and zeropoints, 2021
# Attention: photometry includes extinction of Av=0.19, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  F435Wmag  F475Wmag  F555Wmag  F606Wmag  F625Wmag  F775Wmag  F814Wmag
0.0015467 -1.00000 9.90309 0.9354943633 2.4583345067    0.929  1.913  3.6873  2.194    3  0.000  0.465     0.00     0.00     0.00     0.00     0.00 -1 -8.59e-11      0.00 7.345e-01 2.639e-01 2.462e-04 1.174e-04 7.054e-04 -1.000 1.566e-03 -0.013 1.385 1.010 0.529 0.224 -0.001 -0.507 -0.581
0.0015467 -1.00000 9.90309 0.9355400801 2.4583456621    0.929  1.934  3.6862  2.169    3  0.000  0.465     0.00     0.00     0.00     0.00     0.00 -1 -9.17e-11      0.00 7.345e-01 2.639e-01 2.462e-04 1.175e-04 7.054e-04 -1.000 1.566e-03 -0.064 1.346 0.968 0.484 0.177 -0.049 -0.557 -0.631
0.0015467 -1.00000 9.90309 0.9356380701 2.4583695686    0.929  1.976  3.6838  2.117    3  0.000  0.465     0.00     0.00     0.00     0.00     0.00 -1 -1.07e-10      0.00 7.345e-01 2.639e-01 2.461e-04 1.175e-04 7.054e-04 -1.000 1.566e-03 -0.171 1.262 0.878 0.388 0.078 -0.150 -0.663 -0.738
0.0015467 -1.00000 9.90309 0.9357298613 2.4583919576    0.929  2.018  3.6813  2.065    3  0.000  0.465     0.00     0.00     0.00     0.00     0.00 -1 -1.25e-10      0.00 7.345e-01 2.639e-01 2.461e-04 1.175e-04 7.054e-04 -1.000 1.566e-03 -0.276 1.181 0.790 0.295 -0.019 -0.249 -0.767 -0.843
0.0015467 -1.00000 9.90309 0.9358155727 2.4584128590    0.928  2.060  3.6788  2.013    3  0.000  0.465     0.00     0.00     0.00     0.00     0.00 -1 -1.46e-10      0.00 7.345e-01 2.640e-01 2.461e-04 1.175e-04 7.054e-04 -1.000 1.566e-03 -0.380 1.101 0.705 0.203 -0.115 -0.347 -0.869 -0.947
0.0015467 -1.00000 9.90309 0.9358955026 2.4584323466    0.928  2.101  3.6763  1.962    3  0.000  0.465     0.00     0.00     0.00     0.00     0.00 -1  -1.7e-10      0.00 7.345e-01 2.640e-01 2.461e-04 1.175e-04 7.054e-04 -1.000 1.566e-03 -0.483 1.028 0.622 0.111 -0.212 -0.447 -0.973 -1.051
0.0015467 -1.00000 9.90309 0.9359688163 2.4584502178    0.928  2.142  3.6738  1.911    3  0.000  0.465     0.00     0.00     0.00     0.00     0.00 -1 -1.99e-10      0.00 7.345e-01 2.640e-01 2.461e-04 1.176e-04 7.054e-04 -1.000 1.566e-03 -0.585 0.959 0.541 0.019 -0.308 -0.546 -1.076 -1.155
0.0015467 -1.00000 9.90309 0.9360374212 2.4584669382    0.927  2.183  3.6712  1.859    3  0.000  0.465     0.00     0.00     0.00     0.00     0.00 -1 -2.32e-10      0.00 7.345e-01 2.640e-01 2.461e-04 1.176e-04 7.054e-04 -1.000 1.566e-03 -0.688 0.891 0.461 -0.072 -0.405 -0.646 -1.180 -1.260
0.0015467 -1.00000 9.90309 0.9360995889 2.4584820873    0.927  2.223  3.6687  1.809    3  0.000  0.465     0.00     0.00     0.00     0.00     0.00 -1 -2.69e-10      0.00 7.345e-01 2.640e-01 2.461e-04 1.176e-04 7.054e-04 -1.000 1.566e-03 -0.788 0.827 0.384 -0.160 -0.498 -0.742 -1.280 -1.361
0.0015467 -1.00000 9.90309 0.9361574650 2.4584961886    0.927  2.263  3.6661  1.758    3  0.000  0.465     0.00     0.00     0.00     0.00     0.00 -1 -3.13e-10      0.00 7.345e-01 2.640e-01 2.461e-04 1.176e-04 7.054e-04 -1.000 1.566e-03 -0.888 0.766 0.310 -0.247 -0.590 -0.837 -1.379 -1.461
0.0015467 -1.00000 9.90309 0.9362111688 2.4585092715    0.926  2.303  3.6635  1.708    3  0.000  0.465     0.00     0.00     0.00     0.00     0.00 -1 -3.64e-10      0.00 7.345e-01 2.640e-01 2.460e-04 1.176e-04 7.055e-04 -1.000 1.566e-03 -0.987 0.706 0.236 -0.332 -0.681 -0.931 -1.478 -1.561
0.0015467 -1.00000 9.90309 0.9362602830 2.4585212348    0.926  2.342  3.6608  1.658    3  0.000  0.465     0.00     0.00     0.00     0.00     0.00 -1 -4.22e-10      0.00 7.345e-01 2.640e-01 2.460e-04 1.176e-04 7.055e-04 -1.000 1.566e-03 -1.085 0.649 0.165 -0.415 -0.770 -1.023 -1.575 -1.658
0.0015467 -1.00000 9.90309 0.9363054633 2.4585322386    0.925  2.381  3.6582  1.608    3  0.000  0.465     0.00     0.00     0.00     0.00     0.00 -1 -4.88e-10      0.00 7.345e-01 2.640e-01 2.460e-04 1.176e-04 7.055e-04 -1.000 1.566e-03 -1.181 0.595 0.097 -0.496 -0.856 -1.112 -1.669 -1.753
0.0015467 -1.00000 9.90309 0.9363476634 2.4585425154    0.924  2.419  3.6556  1.559    3  0.000  0.465     0.00     0.00     0.00     0.00     0.00 -1 -5.65e-10      0.00 7.345e-01 2.640e-01 2.460e-04 1.176e-04 7.055e-04 -1.000 1.566e-03 -1.278 0.543 0.030 -0.576 -0.942 -1.201 -1.763 -1.848
0.0015467 -1.00000 9.90309 0.9363949299 2.4585540248    0.924  2.466  3.6523  1.499    3  0.000  0.465     0.00     0.00     0.00     0.00     0.00 -1 -6.74e-10      0.00 7.345e-01 2.640e-01 2.460e-04 1.177e-04 7.055e-04 -1.000 1.566e-03 -1.395 0.482 -0.051 -0.671 -1.045 -1.308 -1.876 -1.962
0.0015467 -1.00000 9.90309 0.9364303946 2.4585626596    0.923  2.504  3.6497  1.450    3  0.000  0.465     7.83     6.06     4.30     3.31     2.68  4 -7.77e-10      0.00 7.344e-01 2.640e-01 2.460e-04 1.177e-04 7.055e-04 -1.000 1.566e-03 -1.489 0.431 -0.114 -0.745 -1.125 -1.391 -1.965 -2.053
0.0015467 -1.00000 9.90309 0.9364703894 2.4585723964    0.922  2.549  3.6464  1.391    3  0.000  0.465     8.86     6.75     4.76     3.67     2.98  3 -9.25e-10      0.00 7.344e-01 2.640e-01 2.460e-04 1.177e-04 7.055e-04 -1.000 1.566e-03 -1.603 0.372 -0.187 -0.831 -1.220 -1.490 -2.073 -2.162
0.0015467 -1.00000 9.90309 0.9365068674 2.4585812763    0.921  2.595  3.6431  1.332    3  0.000  0.465    10.02     7.50     5.27     4.07     3.30  3  -1.1e-09      0.00 7.344e-01 2.640e-01 2.460e-04 1.177e-04 7.055e-04 -1.000 1.566e-03 -1.716 0.314 -0.260 -0.916 -1.313 -1.587 -2.179 -2.270
0.0015467 -1.00000 9.90309 0.9365349412 2.4585881097    0.920  2.632  3.6404  1.284    3  0.000  0.465    11.08     8.18     5.73     4.43     3.59  3 -1.27e-09      0.00 7.344e-01 2.640e-01 2.460e-04 1.177e-04 7.055e-04 -1.000 1.566e-03 -1.809 0.267 -0.319 -0.986 -1.389 -1.667 -2.266 -2.358
0.0015467 -1.00000 9.90309 0.9365655780 2.4585955665    0.919  2.675  3.6371  1.227    3  0.000  0.465    12.49     9.07     6.32     4.89     3.97  3 -1.49e-09      0.00 7.344e-01 2.640e-01 2.460e-04 1.177e-04 7.055e-04 -1.000 1.566e-03 -1.917 0.215 -0.384 -1.064 -1.476 -1.758 -2.366 -2.460
0.0015467 -1.00000 9.90309 0.9365943074 2.4586025585    0.917  2.719  3.6338  1.169    3  0.000  0.465    14.08    10.06     6.97     5.41     4.39  3 -1.77e-09      0.00 7.344e-01 2.640e-01 2.460e-04 1.177e-04 7.055e-04 -1.000 1.566e-03 -2.027 0.164 -0.450 -1.143 -1.563 -1.849 -2.467 -2.563
0.0015467 -1.00000 9.90309 0.9366165400 2.4586079691    0.916  2.755  3.6311  1.122    3  0.000  0.465    15.55    10.96     7.57     5.88     4.77  3 -2.03e-09      0.00 7.344e-01 2.640e-01 2.460e-04 1.177e-04 7.055e-04 -1.000 1.566e-03 -2.117 0.121 -0.505 -1.208 -1.636 -1.925 -2.551 -2.648
0.0015467 -1.00000 9.90309 0.9366409183 2.4586139014    0.914  2.797  3.6278  1.065    3  0.000  0.465    17.50    12.13     8.34     6.49     5.26  3 -2.39e-09      0.00 7.344e-01 2.640e-01 2.460e-04 1.177e-04 7.055e-04 -1.000 1.566e-03 -2.223 0.078 -0.564 -1.280 -1.717 -2.010 -2.647 -2.746
0.0015467 -1.00000 9.90309 0.9366636276 2.4586194273    0.913  2.839  3.6245  1.009    3  0.000  0.465    19.67    13.42     9.18     7.15     5.81  2 -2.81e-09      0.00 7.344e-01 2.640e-01 2.460e-04 1.177e-04 7.055e-04 -1.000 1.566e-03 -2.328 0.035 -0.622 -1.351 -1.798 -2.095 -2.742 -2.843
0.0015467 -1.00000 9.90309 0.9366850853 2.4586246484    0.911  2.882  3.6212  0.952    3  0.000  0.465    22.15    14.86    10.12     7.90     6.41  2 -3.31e-09      0.00 7.344e-01 2.640e-01 2.460e-04 1.177e-04 7.055e-04 -1.000 1.566e-03 -2.435 -0.003 -0.676 -1.421 -1.878 -2.180 -2.839 -2.942
0.0015467 -1.00000 9.90309 0.9367047548 2.4586294341    0.909  2.924  3.6179  0.896    3  0.000  0.465    24.90    16.43    11.14     8.71     7.07  2  -3.9e-09      0.00 7.344e-01 2.640e-01 2.460e-04 1.177e-04 7.055e-04 -1.000 1.566e-03 -2.540 -0.035 -0.726 -1.486 -1.955 -2.262 -2.932 -3.038
0.0015467 -1.00000 9.90309 0.9367228746 2.4586338426    0.907  2.965  3.6146  0.841    3  0.000  0.465    27.96    18.16    12.25     9.59     7.79  2 -4.57e-09      0.00 7.344e-01 2.640e-01 2.460e-04 1.177e-04 7.055e-04 -1.000 1.566e-03 -2.643 -0.065 -0.773 -1.549 -2.029 -2.341 -3.024 -3.131
0.0015467 -1.00000 9.90309 0.9367395043 2.4586378884    0.904  3.005  3.6114  0.786    3  0.000  0.465    31.32    20.02    13.45    10.55     8.57  2 -5.35e-09      0.00 7.344e-01 2.640e-01 2.460e-04 1.177e-04 7.055e-04 -1.000 1.566e-03 -2.743 -0.095 -0.820 -1.610 -2.102 -2.418 -3.114 -3.223
0.0015467 -1.00000 9.90309 0.9367555976 2.4586418034    0.901  3.047  3.6082  0.731    3  0.000  0.465    35.15    22.11    14.79    11.61     9.43  2 -6.28e-09      0.00 7.344e-01 2.640e-01 2.460e-04 1.177e-04 7.055e-04 -1.000 1.566e-03 -2.847 -0.125 -0.867 -1.673 -2.176 -2.497 -3.205 -3.317
0.0015467 -1.00000 9.90309 0.9367699623 2.4586452979    0.898  3.086  3.6050  0.678    3  0.000  0.465    39.29    24.32    16.20    12.74    10.35  2 -7.32e-09      0.00 7.344e-01 2.640e-01 2.459e-04 1.177e-04 7.055e-04 -1.000 1.566e-03 -2.945 -0.148 -0.906 -1.728 -2.243 -2.569 -3.291 -3.405
0.0015467 -1.00000 9.90309 0.9367834330 2.4586485747    0.895  3.125  3.6018  0.624    3  0.000  0.465    43.92    26.77    17.75    13.98    11.36  1 -8.53e-09      0.00 7.344e-01 2.640e-01 2.459e-04 1.178e-04 7.055e-04 -1.000 1.566e-03 -3.042 -0.169 -0.945 -1.782 -2.310 -2.640 -3.375 -3.492
0.0015467 -1.00000 9.90309 0.9367963672 2.4586517210    0.892  3.165  3.5986  0.570    3  0.000  0.465    49.18    29.49    19.47    15.36    12.49  1 -9.98e-09      0.00 7.344e-01 2.640e-01 2.459e-04 1.178e-04 7.055e-04 -1.000 1.566e-03 -3.142 -0.190 -0.983 -1.836 -2.377 -2.712 -3.461 -3.580
0.0015467 -1.00000 9.90309 0.9368084073 2.4586546496    0.888  3.204  3.5955  0.516    3  0.000  0.465    54.99    32.46    21.33    16.86    13.71  1 -1.16e-08      0.00 7.344e-01 2.640e-01 2.459e-04 1.178e-04 7.055e-04 -1.000 1.566e-03 -3.239 -0.207 -1.018 -1.887 -2.440 -2.780 -3.545 -3.666
0.0015467 -1.00000 9.90309 0.9368194342 2.4586573318    0.884  3.241  3.5923  0.465    3  0.000  0.465    61.28    35.61    23.30    18.44    15.00  1 -1.35e-08      0.00 7.344e-01 2.640e-01 2.459e-04 1.178e-04 7.055e-04 -1.000 1.566e-03 -3.333 -0.215 -1.045 -1.931 -2.499 -2.843 -3.624 -3.748
0.0015467 -1.00000 9.90309 0.9368297458 2.4586598399    0.879  3.278  3.5892  0.413    3  0.000  0.465    68.21    39.03    25.43    20.16    16.40  1 -1.56e-08      0.00 7.344e-01 2.640e-01 2.459e-04 1.178e-04 7.055e-04 -1.000 1.566e-03 -3.425 -0.218 -1.067 -1.971 -2.554 -2.903 -3.702 -3.828
0.0015467 -1.00000 9.90309 0.9368394017 2.4586621884    0.874  3.313  3.5862  0.364    3  0.000  0.465    75.56    42.60    27.64    21.94    17.85  1  -1.8e-08      0.00 7.344e-01 2.640e-01 2.459e-04 1.178e-04 7.055e-04 -1.000 1.566e-03 -3.512 -0.218 -1.086 -2.006 -2.604 -2.958 -3.774 -3.904
0.0015467 -1.00000 9.90309 0.9368457794 2.4586637396    0.871  3.335  3.5844  0.333    3  0.000  0.465    80.64    45.03    29.15    23.16    18.84  1 -1.97e-08      0.00 7.344e-01 2.640e-01 2.459e-04 1.178e-04 7.055e-04 -1.000 1.566e-03 -3.567 -0.218 -1.098 -2.029 -2.636 -2.993 -3.820 -3.952
0.0015467 -1.00000 9.90309 0.9368457794 2.4586637396    0.871  1.776  3.7248  2.453    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.331e-01 2.653e-01 2.630e-04 1.017e-04 7.121e-04 -1.000 1.629e-03 0.329 1.434 1.138 0.736 0.481 0.285 -0.153 -0.215
0.0015467 -1.00000 9.90309 0.9369328618 2.4586849172    0.871  1.791  3.7237  2.434    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.331e-01 2.653e-01 2.630e-04 1.017e-04 7.121e-04 -1.000 1.629e-03 0.294 1.406 1.107 0.704 0.447 0.250 -0.190 -0.251
0.0015467 -1.00000 9.90309 0.9370186925 2.4587057860    0.871  1.795  3.7234  2.429    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.331e-01 2.653e-01 2.630e-04 1.017e-04 7.121e-04 -1.000 1.629e-03 0.284 1.398 1.099 0.694 0.437 0.241 -0.200 -0.262
0.0015467 -1.00000 9.90309 0.9371057153 2.4587269401    0.871  1.797  3.7235  2.427    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.330e-01 2.653e-01 2.630e-04 1.018e-04 7.121e-04 -1.000 1.629e-03 0.278 1.392 1.093 0.689 0.432 0.235 -0.206 -0.267
0.0015467 -1.00000 9.90309 0.9371951222 2.4587486691    0.871  1.798  3.7237  2.427    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.330e-01 2.653e-01 2.629e-04 1.018e-04 7.122e-04 -1.000 1.629e-03 0.275 1.388 1.089 0.685 0.428 0.232 -0.208 -0.270
0.0015467 -1.00000 9.90309 0.9372848272 2.4587704657    0.871  1.798  3.7242  2.429    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.330e-01 2.653e-01 2.629e-04 1.018e-04 7.122e-04 -1.000 1.629e-03 0.275 1.384 1.086 0.683 0.427 0.231 -0.209 -0.270
0.0015467 -1.00000 9.90309 0.9373751879 2.4587924168    0.871  1.798  3.7247  2.431    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.330e-01 2.653e-01 2.629e-04 1.018e-04 7.122e-04 -1.000 1.629e-03 0.275 1.381 1.084 0.683 0.427 0.231 -0.207 -0.269
0.0015467 -1.00000 9.90309 0.9374651909 2.4588142762    0.871  1.797  3.7252  2.434    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.330e-01 2.654e-01 2.629e-04 1.019e-04 7.122e-04 -1.000 1.629e-03 0.277 1.379 1.083 0.682 0.427 0.232 -0.206 -0.267
0.0015467 -1.00000 9.90309 0.9375535846 2.4588357400    0.872  1.797  3.7258  2.437    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.330e-01 2.654e-01 2.629e-04 1.019e-04 7.122e-04 -1.000 1.629e-03 0.278 1.376 1.081 0.682 0.428 0.233 -0.204 -0.265
0.0015467 -1.00000 9.90309 0.9376407862 2.4588569098    0.872  1.796  3.7263  2.439    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.330e-01 2.654e-01 2.629e-04 1.019e-04 7.122e-04 -1.000 1.629e-03 0.279 1.373 1.080 0.681 0.428 0.233 -0.202 -0.263
0.0015467 -1.00000 9.90309 0.9377334714 2.4588794059    0.872  1.796  3.7269  2.442    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.330e-01 2.654e-01 2.628e-04 1.019e-04 7.122e-04 -1.000 1.629e-03 0.280 1.370 1.078 0.681 0.428 0.234 -0.201 -0.262
0.0015467 -1.00000 9.90309 0.9378272891 2.4589021717    0.872  1.796  3.7274  2.444    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.330e-01 2.654e-01 2.628e-04 1.020e-04 7.122e-04 -1.000 1.629e-03 0.280 1.367 1.076 0.680 0.427 0.234 -0.200 -0.261
0.0015467 -1.00000 9.90309 0.9379187226 2.4589243538    0.872  1.796  3.7278  2.446    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.330e-01 2.654e-01 2.628e-04 1.020e-04 7.122e-04 -1.000 1.629e-03 0.280 1.365 1.074 0.679 0.427 0.234 -0.200 -0.260
0.0015467 -1.00000 9.90309 0.9380082488 2.4589460685    0.872  1.796  3.7282  2.448    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.330e-01 2.654e-01 2.628e-04 1.020e-04 7.122e-04 -1.000 1.629e-03 0.280 1.362 1.072 0.678 0.426 0.233 -0.199 -0.259
0.0015467 -1.00000 9.90309 0.9380956292 2.4589672580    0.872  1.796  3.7286  2.449    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.330e-01 2.654e-01 2.628e-04 1.021e-04 7.123e-04 -1.000 1.629e-03 0.280 1.359 1.070 0.676 0.425 0.232 -0.199 -0.259
0.0015467 -1.00000 9.90309 0.9381053448 2.4589696137    0.872  1.796  3.7287  2.449    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.330e-01 2.654e-01 2.628e-04 1.021e-04 7.123e-04 -1.000 1.629e-03 0.280 1.358 1.070 0.676 0.425 0.232 -0.199 -0.259
0.0015467 -1.00000 9.90309 0.9381978512 2.4589920409    0.872  1.796  3.7290  2.450    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.330e-01 2.654e-01 2.628e-04 1.021e-04 7.123e-04 -1.000 1.629e-03 0.279 1.355 1.067 0.674 0.424 0.231 -0.200 -0.260
0.0015467 -1.00000 9.90309 0.9382900596 2.4590143907    0.872  1.797  3.7293  2.451    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.330e-01 2.654e-01 2.627e-04 1.021e-04 7.123e-04 -1.000 1.629e-03 0.278 1.352 1.065 0.672 0.422 0.230 -0.201 -0.261
0.0015467 -1.00000 9.90309 0.9383758903 2.4590351901    0.872  1.797  3.7294  2.451    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.329e-01 2.654e-01 2.627e-04 1.021e-04 7.123e-04 -1.000 1.629e-03 0.276 1.349 1.062 0.670 0.420 0.228 -0.202 -0.262
0.0015467 -1.00000 9.90309 0.9384620190 2.4590560573    0.873  1.798  3.7296  2.451    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.329e-01 2.654e-01 2.627e-04 1.022e-04 7.123e-04 -1.000 1.629e-03 0.274 1.346 1.059 0.668 0.418 0.226 -0.204 -0.264
0.0015467 -1.00000 9.90309 0.9385467172 2.4590765737    0.873  1.799  3.7296  2.450    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.329e-01 2.654e-01 2.627e-04 1.022e-04 7.123e-04 -1.000 1.629e-03 0.272 1.343 1.057 0.665 0.415 0.223 -0.207 -0.266
0.0015467 -1.00000 9.90309 0.9386336803 2.4590976343    0.873  1.801  3.7296  2.449    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.329e-01 2.654e-01 2.627e-04 1.022e-04 7.123e-04 -1.000 1.629e-03 0.268 1.340 1.053 0.662 0.412 0.220 -0.210 -0.270
0.0015467 -1.00000 9.90309 0.9387218356 2.4591189790    0.873  1.802  3.7295  2.447    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.329e-01 2.655e-01 2.627e-04 1.022e-04 7.123e-04 -1.000 1.629e-03 0.264 1.336 1.049 0.658 0.408 0.216 -0.215 -0.274
0.0015467 -1.00000 9.90309 0.9387388825 2.4591231060    0.873  1.803  3.7295  2.446    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.329e-01 2.655e-01 2.627e-04 1.022e-04 7.123e-04 -1.000 1.629e-03 0.263 1.336 1.049 0.657 0.407 0.215 -0.216 -0.275
0.0015467 -1.00000 9.90309 0.9387456775 2.4591247509    0.873  1.803  3.7295  2.446    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.329e-01 2.655e-01 2.627e-04 1.022e-04 7.123e-04 -1.000 1.629e-03 0.263 1.335 1.048 0.656 0.407 0.214 -0.216 -0.276
0.0015467 -1.00000 9.90309 0.9388391972 2.4591473881    0.873  1.805  3.7293  2.443    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.329e-01 2.655e-01 2.626e-04 1.023e-04 7.123e-04 -1.000 1.629e-03 0.257 1.331 1.043 0.651 0.401 0.209 -0.222 -0.282
0.0015467 -1.00000 9.90309 0.9389266372 2.4591685490    0.873  1.808  3.7290  2.439    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.329e-01 2.655e-01 2.626e-04 1.023e-04 7.123e-04 -1.000 1.629e-03 0.250 1.326 1.038 0.645 0.395 0.202 -0.229 -0.289
0.0015467 -1.00000 9.90309 0.9390170574 2.4591904263    0.873  1.811  3.7286  2.434    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.329e-01 2.655e-01 2.626e-04 1.023e-04 7.124e-04 -1.000 1.629e-03 0.243 1.321 1.032 0.638 0.388 0.195 -0.237 -0.297
0.0015467 -1.00000 9.90309 0.9391038418 2.4592114194    0.873  1.815  3.7281  2.429    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.329e-01 2.655e-01 2.626e-04 1.023e-04 7.124e-04 -1.000 1.629e-03 0.234 1.316 1.026 0.631 0.379 0.186 -0.247 -0.307
0.0015467 -1.00000 9.90309 0.9391897321 2.4592321918    0.873  1.819  3.7275  2.422    4  0.000  0.492     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.329e-01 2.655e-01 2.626e-04 1.024e-04 7.124e-04 -1.000 1.629e-03 0.223 1.310 1.018 0.622 0.370 0.176 -0.258 -0.318
0.0015467 -1.00000 9.90309 0.9392768741 2.4592532625    0.873  1.823  3.7268  2.415    4  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.329e-01 2.655e-01 2.626e-04 1.024e-04 7.124e-04 -1.000 1.629e-03 0.211 1.302 1.010 0.612 0.359 0.165 -0.270 -0.331
0.0015467 -1.00000 9.90309 0.9393634796 2.4592741990    0.874  1.829  3.7261  2.407    4  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.329e-01 2.655e-01 2.625e-04 1.024e-04 7.124e-04 -1.000 1.629e-03 0.198 1.294 1.000 0.601 0.347 0.152 -0.284 -0.345
0.0015467 -1.00000 9.90309 0.9394491315 2.4592949006    0.874  1.835  3.7252  2.397    4  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.329e-01 2.655e-01 2.625e-04 1.024e-04 7.124e-04 -1.000 1.629e-03 0.183 1.285 0.989 0.588 0.333 0.137 -0.300 -0.361
0.0015467 -1.00000 9.90309 0.9395372272 2.4593161883    0.874  1.841  3.7244  2.388    4  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.329e-01 2.655e-01 2.625e-04 1.025e-04 7.124e-04 -1.000 1.629e-03 0.167 1.274 0.977 0.574 0.318 0.122 -0.317 -0.378
0.0015467 -1.00000 9.90309 0.9396241903 2.4593371978    0.874  1.843  3.7243  2.385    4  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.328e-01 2.655e-01 2.625e-04 1.025e-04 7.124e-04 -1.000 1.629e-03 0.162 1.270 0.972 0.569 0.313 0.117 -0.322 -0.383
0.0015467 -1.00000 9.90309 0.9397150874 2.4593591530    0.874  1.858  3.7220  2.361    4  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.328e-01 2.655e-01 2.625e-04 1.025e-04 7.124e-04 -1.000 1.629e-03 0.124 1.248 0.945 0.537 0.278 0.081 -0.362 -0.424
0.0015467 -1.00000 9.90309 0.9398025870 2.4593802829    0.874  1.889  3.7180  2.315    4  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.328e-01 2.655e-01 2.625e-04 1.025e-04 7.124e-04 -1.000 1.629e-03 0.048 1.201 0.890 0.473 0.209 0.009 -0.441 -0.505
0.0015467 -1.00000 9.90309 0.9398581386 2.4593936955    0.874  1.928  3.7133  2.257    4  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.328e-01 2.655e-01 2.625e-04 1.025e-04 7.124e-04 -1.000 1.629e-03 -0.049 1.140 0.818 0.391 0.121 -0.083 -0.542 -0.607
